Postal_code,max_temp,min_temp,exposure
V5L3E8,13.87605479,6.905561644,0
V5L4Y7,13.87605479,6.906328767,0
V7P0A7,13.87605479,6.962657534,0
V7E3H7,13.87605479,6.98460274,0
V5L3G1,13.87610959,6.905041096,0
V5M3V1,13.87613699,6.887753425,0
V5L1E1,13.87613699,6.905369863,0
V5L4Z5,13.87613699,6.906712329,0
V7E3H8,13.87613699,6.984273973,0
V7E3H4,13.87613699,6.985041096,0
V7E2N1,13.87613699,6.985972603,0
V7E2A6,13.87613699,6.986712329,0
V7E3T5,13.87613699,6.987150685,0
V2S7H9,13.87616438,6.076493151,0
V3S9H4,13.87616438,6.583205479,0
V5L1A8,13.87616438,6.903616438,0
V5L5C6,13.87616438,6.90660274,0
V7E5A1,13.87616438,6.986054795,0
V7E2M1,13.87616438,6.986164384,0
V7E1Z3,13.87616438,6.987205479,0
V7V2L2,13.87616438,6.996219178,0
V3S8K9,13.87619178,6.583205479,0
V3C3R2,13.87619178,6.64539726,0
V5L1C5,13.87619178,6.904657534,0
V7E2T2,13.87619178,6.985041096,0
V7E2A7,13.87619178,6.986684932,0
V6R1E1,13.87619178,7.043369863,0
V5L3E9,13.87621918,6.904739726,0
V5L3E7,13.87621918,6.905753425,0
V5L4P2,13.87621918,6.906547945,0
V7E2A9,13.87621918,6.986465753,0
V7E1Z4,13.87621918,6.987232877,0
V7V3W4,13.87621918,6.99430137,0
V6R0B2,13.87621918,7.044739726,0
V5M3T8,13.87621918,6.887479452,0
V3S7N3,13.87624658,6.573479452,0
V7E5A5,13.87624658,6.985013699,0
V7E2L9,13.87624658,6.986082192,0
V7E3H6,13.87627397,6.98460274,0
V7E2A8,13.87627397,6.986657534,0
V5M3V2,13.87630137,6.887945205,0
V5L3H1,13.87630137,6.903753425,0
V7E3J1,13.87630137,6.983945205,0
V7E4W4,13.87630137,6.985013699,0
V2S2X6,13.87632877,6.076547945,0
V3C3V9,13.87632877,6.644849315,0
V5M2V7,13.87632877,6.889287671,0
V5L3E5,13.87632877,6.906465753,0
V5L4C1,13.87632877,6.913589041,0
V7P3S6,13.87632877,6.959123288,0
V7P3B3,13.87632877,6.959150685,0
V7E2T1,13.87632877,6.9849041100000004,0
V7E2N3,13.87632877,6.985917808,0
V6R4B4,13.87632877,7.043150685,0
V6R1N5,13.87632877,7.044246575,0
V7E2J8,13.87635616,6.986219178,0
V6R4B5,13.87635616,7.043315068,0
V3C3R4,13.87638356,6.644082192,0
V5L1E2,13.87638356,6.905342466,0
V6R1L1,13.87638356,7.044109589,0
V2S6M4,13.87641096,6.076219178,0
V5L1C6,13.87641096,6.904657534,0
V7E2N4,13.87641096,6.985808219,0
V1W4C3,13.87643836,3.310410959,0
V2S2X2,13.87643836,6.07630137,0
V3C3R5,13.87643836,6.644027397,0
V5L4P3,13.87643836,6.906821918,0
V7E2X7,13.87643836,6.984273973,0
V7E2X6,13.87643836,6.984383562,0
V7E2W2,13.87643836,6.984410959,0
V7E3T2,13.87643836,6.986410959,0
V7V3W7,13.87643836,6.994383562,0
V5M3T9,13.87646575,6.887561644,0
V5L3H2,13.87646575,6.90369863,0
V7P3G2,13.87646575,6.95909589,0
V5L1J2,13.87649315,6.913315068,0
V7E2Y9,13.87649315,6.983835616,0
V7E4M2,13.87649315,6.986219178,0
V7V3W5,13.87649315,6.993863014,0
V7V1Z3,13.87649315,6.997123288,0
V3C4G4,13.87652055,6.644931507,0
V6R4B6,13.87652055,7.043232877,0
V5L1L4,13.87652055,6.906465753,0
V7E2W1,13.87652055,6.984410959,0
V7E2A5,13.87652055,6.986876712,0
V6R1L2,13.87652055,7.043945205,0
V2S6M9,13.87654795,6.076410959,0
V3C3R3,13.87654795,6.644794521,0
V3C3N9,13.87654795,6.645671233,0
V2S2X5,13.87657534,6.076438356,0
V5L1E7,13.87657534,6.905643836,0
V5L1K1,13.87657534,6.906465753,0
V7E2R9,13.87657534,6.984958904,0
V7E2P8,13.87657534,6.985205479,0
V7E3K4,13.87657534,6.985890411,0
V6R4B3,13.87657534,7.043232877,0
V5M3V3,13.87660274,6.887835616,0
V5M3V5,13.87660274,6.888328767,0
V5M3V8,13.87660274,6.888575342,0
V8B0M6,13.87663014,6.471068493,0
V3C3N8,13.87663014,6.645561644,0
V5M3V6,13.87663014,6.888493151,0
V5L3G7,13.87663014,6.904931507,0
V5L3G5,13.87663014,6.905178082,0
V6R4B7,13.87663014,7.043232877,0
V4W2N2,13.87663014,6.330821918,0
V8B0P5,13.87665753,6.466219178,0
V5L3G8,13.87665753,6.904219178,0
V5L4P4,13.87665753,6.906767123,0
V7E2S1,13.87665753,6.984821918,0
V6R1N4,13.87665753,7.044027397,0
V7P3N5,13.87668493,6.959068493,0
V7E3J6,13.87668493,6.984219178,0
V7E2P7,13.87668493,6.985232877,0
V5L3G6,13.87671233,6.904684932,0
V7E3K1,13.87671233,6.983589041,0
V7E2T3,13.87671233,6.984630137,0
V7E3T3,13.87671233,6.986383562,0
V5M3V9,13.87673973,6.888684932,0
V5K1B8,13.87673973,6.903342466,0
V5L1J3,13.87673973,6.913178082,0
V7E3J9,13.87673973,6.984164384,0
V5L3G4,13.87676712,6.905178082,0
V5L1L5,13.87676712,6.906547945,0
V5L4C4,13.87676712,6.913589041,0
V7E3K3,13.87676712,6.985890411,0
V7E3K6,13.87676712,6.985972603,0
V4W2P9,13.87679452,6.330684932,0
V5L1G5,13.87679452,6.906027397,0
V2S6N1,13.87682192,6.076383562,0
V5M3V7,13.87682192,6.888493151,0
V5R2G7,13.87682192,6.889506849,0
V5L1K6,13.87682192,6.9132328770000004,0
V5L4C3,13.87682192,6.913506849,0
V7P1N7,13.87682192,6.960684932,0
V7E2T4,13.87682192,6.984712329,0
V7V2V4,13.87682192,6.993260274,0
V6R0A9,13.87682192,7.043150685,0
V6R1R6,13.87682192,7.044219178,0
V1R4V6,13.87684932,3.341342466,0
V8B0N3,13.87684932,6.468684932,0
V5M4E7,13.87684932,6.888465753,0
V5L1G3,13.87684932,6.905972603,0
V4V1G6,13.87687671,3.767150685,0
V3C3Y4,13.87687671,6.644273973,0
V5M3V4,13.87687671,6.887972603,0
V5K1A4,13.87687671,6.903068493,0
V7E3K5,13.87687671,6.985863014,0
V7P3E9,13.87690411,6.958931507,0
V7P3J3,13.87690411,6.958931507,0
V6T1X5,13.87690411,7.04569863,0
V5M3W1,13.87693151,6.889068493,0
V5K1C9,13.87693151,6.903424658,0
V5L5E8,13.87693151,6.905616438,0
V5L1K5,13.87693151,6.9132328770000004,0
V5L1K2,13.8769589,6.906191781,0
V7E3J7,13.8769589,6.984164384,0
V7E3K8,13.8769589,6.985013699,0
V7E4S8,13.8769589,6.985452055,0
V3C3P3,13.8769863,6.643726027,0
V7P1N9,13.8769863,6.960684932,0
V6R1V6,13.8769863,7.044410959,0
V4W2Y2,13.8770137,6.34139726,0
V3C3N2,13.8770137,6.645260274,0
V5K1E1,13.8770137,6.903561644,0
V5L3G3,13.8770137,6.905972603,0
V7E2Z2,13.8770137,6.983479452,0
V7E3K7,13.8770137,6.985479452,0
V7E2M2,13.8770137,6.985835616,0
V7E2M3,13.8770137,6.985835616,0
V5L5E9,13.8770411,6.906438356,0
V7P1V6,13.8770411,6.958931507,0
V7E2Z1,13.8770411,6.983561644,0
V7E2W3,13.8770411,6.98430137,0
V7E3L1,13.8770411,6.984630137,0
V7E2N5,13.8770411,6.98569863,0
V6R1V7,13.8770411,7.044383562,0
V5K1L2,13.87706849,6.905041096,0
V5L4Z6,13.87706849,6.906246575,0
V7P3J7,13.87706849,6.961342466,0
V7E3K9,13.87706849,6.984876712,0
V6R4N1,13.87706849,7.045561644,0
V2S5G2,13.87709589,6.076082192,0
V7E3L6,13.87709589,6.983315068,0
V3C3P1,13.87712329,6.644383562,0
V3C2H4,13.87712329,6.644931507,0
V5M3W2,13.87712329,6.889068493,0
V5L5C1,13.87712329,6.905616438,0
V7E3L2,13.87712329,6.984136986,0
V6R1S8,13.87712329,7.044164384,0
V5K1L1,13.87715068,6.905013699,0
V2S5C3,13.87715068,6.076027397,0
V7E2X8,13.87715068,6.983835616,0
V6R4B9,13.87715068,7.043808219,0
V3S7Y1,13.87717808,6.572630137,0
V5R6E4,13.87717808,6.889232877,0
V5L4R4,13.87717808,6.906328767,0
V7E3A3,13.87717808,6.983232877,0
V7E2X9,13.87717808,6.984,0
V7E2W4,13.87717808,6.984273973,0
V6R1R5,13.87717808,7.043945205,0
V3C3V8,13.87720548,6.643452055,0
V7E3A2,13.87720548,6.983150685,0
V1H1P7,13.87723288,3.83139726,0
V5K3L2,13.87723288,6.903205479,0
V5K1M7,13.87723288,6.90569863,0
V5L3G2,13.87723288,6.905945205,0
V7E5W3,13.87723288,6.982958904,0
V6R4L8,13.87723288,7.043561644,0
V6R1S9,13.87723288,7.044082192,0
V6R4E9,13.87723288,7.045726027,0
V5L4R2,13.87726027,6.906082192,0
V7E6N3,13.87726027,6.983260274,0
V7E3L3,13.87726027,6.984136986,0
V6R4C1,13.87726027,7.043917808,0
V7E2S2,13.87726027,6.984712329,0
V6R1X5,13.87726027,7.044493151,0
V3G1Z5,13.87728767,6.044164384,0
V7E6M3,13.87728767,6.984684932,0
V7E2N6,13.87728767,6.985506849,0
V6R1B8,13.87728767,7.042931507,0
V6R4B8,13.87728767,7.043534247,0
V6R4E7,13.87728767,7.045479452,0
V4W2N5,13.87731507,6.330821918,0
V3C3P2,13.87731507,6.644109589,0
V7V2T7,13.87731507,6.993972603,0
V7V3W3,13.87731507,6.995945205,0
V2S7J3,13.87734247,6.075041096,0
V5K1J5,13.87734247,6.904547945,0
V7E3L5,13.87734247,6.984164384,0
V6R1X4,13.87734247,7.044575342,0
V4W2Y3,13.87736986,6.341260274,0
V6R1C5,13.87736986,7.042712329,0
V5L5E4,13.87736986,6.912109589,0
V7P3T3,13.87736986,6.961178082,0
V6R2A6,13.87739726,7.044712329,0
V5L4W6,13.87742466,6.912849315,0
V6R1C4,13.87742466,7.042821918,0
V6R1K9,13.87742466,7.043369863,0
V6R2A7,13.87742466,7.044712329,0
V3C6B4,13.87745205,6.642986301,0
V3C2H3,13.87745205,6.644739726,0
V7E3A5,13.87745205,6.983150685,0
V7E2T6,13.87745205,6.984246575,0
V3C3N3,13.87747945,6.645205479,0
V5K1G7,13.87747945,6.903780822,0
V5K1J6,13.87747945,6.904356164,0
V7E2Z3,13.87747945,6.983506849,0
V6R4E8,13.87747945,7.045506849,0
V7V3W2,13.87747945,6.995890411,0
V3C2L6,13.87750685,6.643753425,0
V5K4Y2,13.87750685,6.903123288,0
V7E2P9,13.87750685,6.985260274,0
V3S1M6,13.87753425,6.572328767,0
V7E3L4,13.87753425,6.983972603,0
V7E2T5,13.87753425,6.984191781,0
V6R1C9,13.87753425,7.042986301,0
V6R4C2,13.87753425,7.043753425,0
V6R2J5,13.87753425,7.04539726,0
V2S4X4,13.87756164,6.075287671,0
V8B0P6,13.87756164,6.460109589,0
V2S4H5,13.87758904,6.075589041,0
V7E3L8,13.87758904,6.982821918,0
V7E3A4,13.87758904,6.98309589,0
V7V2V1,13.87758904,6.992493151,0
V6R1C8,13.87758904,7.042958904,0
V6R4S6,13.87758904,7.043671233,0
V3S1M5,13.87761644,6.572383562,0
V5L1J4,13.87761644,6.912520548,0
V7P3A9,13.87761644,6.958575342,0
V7E3B6,13.87761644,6.982657534,0
V7E2W6,13.87761644,6.984027397,0
V6R2E4,13.87761644,7.045123288,0
V6R2E3,13.87761644,7.045150685,0
V5K5A7,13.87764384,6.90339726,0
V5L4Y4,13.87764384,6.91309589,0
V5K1G8,13.87767123,6.903972603,0
V3C6P2,13.87769863,6.642219178,0
V7E4R7,13.87769863,6.982712329,0
V7E6K7,13.87769863,6.982712329,0
V7E2Z4,13.87769863,6.983369863,0
V7E2W5,13.87769863,6.983780822,0
V6R4G1,13.87769863,7.04569863,0
V3G1V6,13.87772603,6.063315068,0
V7V2V2,13.87772603,6.99260274,0
V7V2S3,13.87772603,6.99309589,0
V6R1H8,13.87775342,7.042794521,0
V6R1H7,13.87775342,7.042849315,0
V6R2J4,13.87775342,7.045287671,0
V6R2J6,13.87775342,7.045287671,0
V2S6C1,13.87778082,6.075041096,0
V6R1E5,13.87778082,7.043452055,0
V3C3N5,13.87780822,6.643917808,0
V5L1J5,13.87780822,6.91230137,0
V3S4N7,13.87783562,6.572136986,0
V3C2H5,13.87783562,6.644849315,0
V7V0A5,13.87783562,6.995315068,0
V3C3W3,13.87786301,6.642767123,0
V5K1M8,13.87786301,6.905342466,0
V3S7X5,13.87789041,6.571863014,0
V5L1B1,13.87789041,6.912,0
V7P1V4,13.87789041,6.958493151,0
V7P1N6,13.87789041,6.960273973,0
V7E1S6,13.87791781,6.985150685,0
V6R1N3,13.87791781,7.043589041,0
V2Z2W4,13.87794521,6.476027397,0
V3S4N5,13.87794521,6.571917808,0
V7E2Y1,13.87794521,6.983753425,0
V7E1S5,13.87794521,6.985205479,0
V2S4X5,13.8779726,6.074986301,0
V5K1S5,13.8779726,6.906082192,0
V5L4X3,13.8779726,6.912794521,0
V7E6K8,13.8779726,6.985150685,0
V7E2N7,13.8779726,6.985178082,0
V6R4R7,13.8779726,7.044191781,0
V7P3G1,13.878,6.958739726,0
V1W5A7,13.8780274,3.309534247,0
V2S7H8,13.8780274,6.074082192,0
V3C3W2,13.8780274,6.642684932,0
V5K5E2,13.8780274,6.904739726,0
V5K1S6,13.8780274,6.905808219,0
V7P1P3,13.8780274,6.960246575,0
V3C3N1,13.87805479,6.643123288,0
V7E2T8,13.87805479,6.984109589,0
V6R4G4,13.87805479,7.042630137,0
V6R4C3,13.87805479,7.044219178,0
V3C4W9,13.87808219,6.641726027,0
V3C3N4,13.87808219,6.644082192,0
V5K3L1,13.87808219,6.903890411,0
V3C4X1,13.87810959,6.641671233,0
V5K1B9,13.87810959,6.902794521,0
V7P1V5,13.87810959,6.958630137,0
V7E1S7,13.87810959,6.985123288,0
V5L1K8,13.87813699,6.912794521,0
V6R2R7,13.87813699,7.045205479,0
V3C2M4,13.87816438,6.642630137,0
V5K0A9,13.87816438,6.904082192,0
V7E4Y8,13.87816438,6.983671233,0
V7V3V2,13.87816438,6.99260274,0
V3C3M9,13.87819178,6.64339726,0
V7E3M3,13.87819178,6.982493151,0
V7E0B5,13.87819178,6.98290411,0
V7E2W7,13.87819178,6.983863014,0
V7E4V6,13.87819178,6.984849315,0
V6R1R4,13.87819178,7.043232877,0
V6R1N2,13.87819178,7.043616438,0
V6R2R6,13.87819178,7.045205479,0
V7E3M1,13.87821918,6.983068493,0
V7E2Y3,13.87821918,6.983561644,0
V7E2S3,13.87821918,6.984356164,0
V6R1E4,13.87821918,7.043260274,0
V6R4G2,13.87821918,7.045780822,0
V5K1A5,13.87821918,6.902383562,0
V5K1P6,13.87824658,6.90569863,0
V7E4S9,13.87824658,6.984767123,0
V6R2J3,13.87824658,7.04490411,0
V5K1P5,13.87827397,6.905643836,0
V6R1K8,13.87827397,7.043013699,0
V2S4X7,13.87830137,6.074684932,0
V7E2T7,13.87830137,6.984109589,0
V5K1M9,13.87832877,6.904465753,0
V5L1K7,13.87832877,6.91260274,0
V7P3R1,13.87832877,6.960794521,0
V7E3M2,13.87832877,6.982547945,0
V7E2Y2,13.87832877,6.983561644,0
V7E2W8,13.87832877,6.983808219,0
V6R1K7,13.87832877,7.042767123,0
V6R2M7,13.87832877,7.045232877,0
V2S4M2,13.87835616,6.074767123,0
V6R2M6,13.87835616,7.045123288,0
V2S4X6,13.87838356,6.074520548,0
V5L4W4,13.87838356,6.912082192,0
V6R4G3,13.87838356,7.04569863,0
V6R4S3,13.87841096,7.042739726,0
V6R2V6,13.87841096,7.045561644,0
V5K3T7,13.87841096,6.90569863,0
V7E3L9,13.87841096,6.983041096,0
V6R4C4,13.87841096,7.044219178,0
V6R2V7,13.87841096,7.045589041,0
V7P3A5,13.87843836,6.958410959,0
V6R1R3,13.87843836,7.043232877,0
V2S5A3,13.87846575,6.074383562,0
V3C2H7,13.87846575,6.643917808,0
V5K4Z1,13.87846575,6.905671233,0
V7E6R6,13.87846575,6.984191781,0
V4V1L5,13.87849315,3.768027397,0
V3S6S4,13.87849315,6.571424658,0
V5K1A6,13.87849315,6.902109589,0
V6R4J2,13.87849315,7.042630137,0
V5K1E3,13.87852055,6.902958904,0
V5K1G9,13.87852055,6.903232877,0
V7E1S8,13.87852055,6.983835616,0
V3C2L7,13.87854795,6.642438356,0
V5K3T8,13.87854795,6.905506849,0
V5L1B2,13.87854795,6.911589041,0
V6R4M1,13.87854795,7.044657534,0
V5K1E2,13.87857534,6.902958904,0
V7E1T2,13.87857534,6.98369863,0
V2S4M1,13.87860274,6.074410959,0
V2W1P5,13.87860274,6.253369863,0
V3C2H6,13.87860274,6.64369863,0
V5L1A4,13.87860274,6.909616438,0
V5L4L1,13.87860274,6.912246575,0
V5L4L2,13.87860274,6.912547945,0
V6R1C3,13.87860274,7.042191781,0
V6R4L5,13.87860274,7.042767123,0
V6R1S6,13.87860274,7.043452055,0
V6R1S7,13.87860274,7.043452055,0
V5L1A6,13.87863014,6.909589041,0
V7E1T1,13.87863014,6.983534247,0
V1N4Y1,13.87863014,3.500109589,0
V3C2H2,13.87863014,6.642191781,0
V5L1B3,13.87863014,6.91139726,0
V7E0A4,13.87863014,6.982164384,0
V7E6E1,13.87863014,6.983972603,0
V7E6E2,13.87863014,6.983972603,0
V6R2Y6,13.87863014,7.045452055,0
V3C2H9,13.87865753,6.642027397,0
V6R1B6,13.87865753,7.041890411,0
V7P1L6,13.87868493,6.959835616,0
V7V1Z1,13.87868493,6.995945205,0
V6R2Y7,13.87868493,7.045424658,0
V5L1B4,13.87871233,6.91109589,0
V5L4L3,13.87871233,6.912465753,0
V7P1N5,13.87871233,6.959150685,0
V6R4M3,13.87873973,7.042794521,0
V6R1X3,13.87873973,7.044,0
V6R4C6,13.87873973,7.0448493149999996,0
V5K1C1,13.87873973,6.902246575,0
V7V2T9,13.87873973,6.991945205,0
V3G1G4,13.87876712,6.07339726,0
V6R4R4,13.87876712,7.044630137,0
V6R3B5,13.87876712,7.045369863,0
V2S4M3,13.87879452,6.074191781,0
V7E2Z5,13.87879452,6.983287671,0
V7E2Z6,13.87879452,6.983342466,0
V6R1E3,13.87879452,7.042958904,0
V3C3X3,13.87882192,6.642164384,0
V7E1T3,13.87882192,6.983452055,0
V7V2T8,13.87882192,6.992027397,0
V6R3B6,13.87882192,7.04539726,0
V5K1L3,13.87884932,6.903890411,0
V5K1L4,13.87884932,6.903972603,0
V5K1N1,13.87884932,6.904273973,0
V5K1H1,13.87884932,6.903205479,0
V3C4W7,13.87887671,6.641013699,0
V6R1V5,13.87887671,7.043643836,0
V6R1V4,13.87887671,7.043753425,0
V3C2H1,13.87890411,6.642493151,0
V7V2S2,13.87890411,6.992246575,0
V2S5J2,13.87893151,6.074054795,0
V2W1T5,13.87893151,6.226575342,0
V5L1K9,13.87893151,6.912191781,0
V7E2Z8,13.87893151,6.982986301,0
V6R4C5,13.87893151,7.04460274,0
V6R3E9,13.87893151,7.045424658,0
V2S5C2,13.8789589,6.073753425,0
V2S4H6,13.8789589,6.07430137,0
V5L1B5,13.8789589,6.910739726,0
V7P1L7,13.8789589,6.959671233,0
V7E6J9,13.8789589,6.983917808,0
V7V1W9,13.8789589,6.99630137,0
V3G1H3,13.8789863,6.073616438,0
V2W1Y7,13.8789863,6.251452055,0
V1M3V9,13.8789863,6.445780822,0
V7E6T5,13.8789863,6.982,0
V7E1T4,13.8789863,6.98309589,0
V6R2A4,13.8789863,7.044054795,0
V2S4X1,13.8790137,6.073917808,0
V7E1S9,13.8790137,6.983232877,0
V5L1J6,13.8790411,6.911616438,0
V5L1L1,13.8790411,6.912082192,0
V7E3A6,13.8790411,6.982575342,0
V3G1G5,13.87906849,6.073178082,0
V5L1G4,13.87906849,6.909863014,0
V5L1C7,13.87906849,6.910876712,0
V5L1E8,13.87906849,6.911287671,0
V7P1V2,13.87906849,6.957972603,0
V3C2G9,13.87909589,6.642438356,0
V5K3L7,13.87909589,6.902493151,0
V5K1J7,13.87909589,6.903260274,0
V7E1T5,13.87909589,6.982821918,0
V6R2A5,13.87909589,7.044,0
V2S6H7,13.87912329,6.074,0
V7P1J4,13.87912329,6.96060274,0
V7E0A2,13.87912329,6.982,0
V7E3A7,13.87912329,6.982657534,0
V7V1W8,13.87912329,6.996328767,0
V6R4H9,13.87915068,7.042465753,0
V1N4X8,13.87915068,3.500520548,0
V5K1J8,13.87915068,6.903260274,0
V7V1Y8,13.87915068,6.995013699,0
V6R1K5,13.87915068,7.042438356,0
V5K1P8,13.87917808,6.904684932,0
V5K1S7,13.87917808,6.904876712,0
V7E1T6,13.87917808,6.982191781,0
V7V3V1,13.87917808,6.995589041,0
V3C2J2,13.87920548,6.64169863,0
V5K1P7,13.87920548,6.904657534,0
V7P1V3,13.87920548,6.958082192,0
V7P1M2,13.87920548,6.959424658,0
V7E5C5,13.87920548,6.983561644,0
V7E2V1,13.87920548,6.983808219,0
V6R2E2,13.87920548,7.043945205,0
V6R1X2,13.87920548,7.044,0
V4V1H7,13.87923288,3.768027397,0
V6R4J4,13.87926027,7.04230137,0
V6R4C7,13.87926027,7.044986301,0
V2S4W8,13.87926027,6.073972603,0
V2S4M6,13.87926027,6.074,0
V3C4X4,13.87926027,6.640986301,0
V5K3L8,13.87926027,6.901863014,0
V5L1B6,13.87926027,6.909945205,0
V5L1C4,13.87926027,6.910191781,0
V3C4W2,13.87928767,6.640520548,0
V3C2L8,13.87928767,6.641671233,0
V5K5B7,13.87928767,6.90260274,0
V5K1S8,13.87928767,6.905013699,0
V5L3E3,13.87928767,6.91060274,0
V5L1E9,13.87928767,6.911178082,0
V7E6N2,13.87928767,6.982410959,0
V6R4A4,13.87928767,7.042849315,0
V6R4R1,13.87928767,7.042958904,0
V7E5C6,13.87931507,6.983506849,0
V6R4A5,13.87931507,7.042986301,0
V5K3L6,13.87934247,6.902821918,0
V7E1T7,13.87934247,6.981945205,0
V7V3T9,13.87934247,6.995616438,0
V6R4K6,13.87934247,7.045068493,0
V6R4C8,13.87936986,7.045123288,0
V3C3X2,13.87936986,6.641589041,0
V6R4N2,13.87936986,7.04430137,0
V5L1E4,13.87939726,6.91090411,0
V7P1L5,13.87939726,6.959452055,0
V7P1J5,13.87939726,6.960575342,0
V6R1K6,13.87939726,7.042164384,0
V2S4T8,13.87942466,6.073534247,0
V2W1Z1,13.87942466,6.226246575,0
V5L1J7,13.87942466,6.911260274,0
V6R2M5,13.87942466,7.044465753,0
V6R4C9,13.87942466,7.045013699,0
V2S4V9,13.87945205,6.073643836,0
V2S4T7,13.87945205,6.073753425,0
V3C4H6,13.87945205,6.641178082,0
V5L1E3,13.87945205,6.910849315,0
V3C5X5,13.87947945,6.642027397,0
V7E2Z7,13.87947945,6.983013699,0
V6R0A5,13.87947945,7.043260274,0
V2S4M7,13.87950685,6.073863014,0
V5L3E4,13.87950685,6.910547945,0
V7P1L4,13.87950685,6.959260274,0
V2S6H2,13.87953425,6.073589041,0
V3C2M6,13.87953425,6.640712329,0
V7P1B7,13.87953425,6.96090411,0
V7E6T4,13.87953425,6.98230137,0
V7V2G6,13.87953425,6.992876712,0
V6R4J1,13.87953425,7.042794521,0
V6R4N7,13.87953425,7.043342466,0
V6R2J1,13.87953425,7.04430137,0
V2S4M4,13.87956164,6.073616438,0
V5L3E1,13.87956164,6.910958904,0
V3G1H1,13.87958904,6.072958904,0
V4W1V7,13.87958904,6.325205479,0
V7P1J3,13.87958904,6.959808219,0
V7V2C8,13.87958904,6.993506849,0
V7V1W6,13.87958904,6.99539726,0
V7V2C9,13.87961644,6.993616438,0
V6R4A3,13.87961644,7.042684932,0
V6R2M4,13.87961644,7.044465753,0
V2S5A8,13.87964384,6.073643836,0
V5L3C9,13.87967123,6.911041096,0
V5L4M9,13.87967123,6.911506849,0
V5L4N2,13.87967123,6.911561644,0
V7P2Z7,13.87967123,6.958027397,0
V3G1G9,13.87969863,6.072712329,0
V5L1C3,13.87969863,6.91,0
V6R2R4,13.87969863,7.044794521,0
V6R4E1,13.87969863,7.044931507,0
V7V3S5,13.87969863,6.99490411,0
V2Z1K4,13.87972603,6.510219178,0
V7P1J2,13.87972603,6.960356164,0
V6R1N1,13.87972603,7.042465753,0
V1N4X7,13.87975342,3.501369863,0
V6R2V5,13.87975342,7.044438356,0
V6R2R5,13.87978082,7.044794521,0
V2S4M5,13.87978082,6.07339726,0
V5K3L3,13.87978082,6.903616438,0
V7P1T9,13.87978082,6.957616438,0
V7P1V1,13.87978082,6.957780822,0
V2S4H7,13.87980822,6.073506849,0
V5L1B7,13.87980822,6.909232877,0
V7P1J1,13.87980822,6.96030137,0
V7V4W5,13.87980822,6.994849315,0
V6R4J6,13.87980822,7.041753425,0
V6R1M9,13.87980822,7.042383562,0
V2S5Z8,13.87983562,6.073178082,0
V5C1Z6,13.87983562,6.860684932,0
V7V2B4,13.87983562,6.994164384,0
V7V1W7,13.87983562,6.995506849,0
V6R4P6,13.87983562,7.043452055,0
V2S6A8,13.87986301,6.072986301,0
V5K3W5,13.87986301,6.904438356,0
V5L1C8,13.87986301,6.910273973,0
V5L1C9,13.87986301,6.910273973,0
V6R1R1,13.87986301,7.042821918,0
V6R2J2,13.87986301,7.044054795,0
V7E6T7,13.87991781,6.981780822,0
V5L1E5,13.87994521,6.910219178,0
V5L3E2,13.87994521,6.910739726,0
V7E6T6,13.87994521,6.98169863,0
V6R1S5,13.87994521,7.042876712,0
V5K1E5,13.8799726,6.901917808,0
V7P2Z5,13.8799726,6.958986301,0
V6R1V2,13.8799726,7.043068493,0
V5K3L4,13.88,6.903506849,0
V7E4L3,13.88,6.983369863,0
V6R4S8,13.88,7.043479452,0
V6R2V4,13.88,7.044410959,0
V2S4W9,13.88,6.072958904,0
V7P3A4,13.8800274,6.960849315,0
V6R4J8,13.8800274,7.041835616,0
V6R4A6,13.8800274,7.043643836,0
V7P3H2,13.88008219,6.960739726,0
V6R1V3,13.88008219,7.04309589,0
V7E3M4,13.88010959,6.983013699,0
V5K1E4,13.88010959,6.901972603,0
V3G1H4,13.88013699,6.072493151,0
V2W1K4,13.88013699,6.308219178,0
V6R3Z1,13.88013699,7.041890411,0
V6R1S4,13.88013699,7.042821918,0
V6R1P9,13.88016438,7.042630137,0
V6R1X1,13.88016438,7.043260274,0
V6R4A8,13.88016438,7.043671233,0
V3C5B2,13.88019178,6.641890411,0
V5C1E4,13.88019178,6.859890411,0
V5K5H8,13.88019178,6.903260274,0
V6R2Y4,13.88019178,7.044739726,0
V7P2Z6,13.88021918,6.958958904,0
V2S7G5,13.88024658,6.072630137,0
V5K1K1,13.88024658,6.902630137,0
V5L1G2,13.88024658,6.910356164,0
V7E0A5,13.88024658,6.98309589,0
V6R3E8,13.88024658,7.044575342,0
V1N4X6,13.88027397,3.502,0
V1N4X9,13.88027397,3.502,0
V2S5A7,13.88027397,6.073068493,0
V5L1G1,13.88027397,6.910410959,0
V6R1W9,13.88027397,7.043205479,0
V6R2Y5,13.88030137,7.044657534,0
V1B4C5,13.88030137,3.884986301,0
V3C5M1,13.88030137,6.641671233,0
V5C1E3,13.88030137,6.859643836,0
V5K1J9,13.88030137,6.902465753,0
V5K1H2,13.88032877,6.902191781,0
V3J5H5,13.88035616,6.708876712,0
V3J7R5,13.88035616,6.709260274,0
V5G2M8,13.88035616,6.86060274,0
V7E4L4,13.88035616,6.983369863,0
V3C5B3,13.88038356,6.641835616,0
V7P2Z4,13.88038356,6.960054795,0
V5K1T1,13.88041096,6.903972603,0
V5L1L3,13.88041096,6.911178082,0
V6R3Z2,13.88041096,7.042328767,0
V1B1Y6,13.88043836,3.886493151,0
